"Id","Weekly_Sales"
"10_20_2012-11-09",13085.1745496237
"10_21_2012-11-09",13195.7151574287
"10_35_2012-11-09",14743.2836666975
"10_48_2012-11-09",16180.3115681614
"10_50_2012-11-09",16401.3927837712
"10_93_2012-11-09",21154.6389193826
"10_44_2012-11-09",15738.1491369417
"10_42_2012-11-09",15517.0679213319
"10_32_2012-11-09",14411.6618432827
"10_52_2012-11-09",16622.473999381
"10_67_2012-11-09",18280.5831164548
"10_71_2012-11-09",18722.7455476744
"10_9_2012-11-09",11869.2278637697
"10_49_2012-11-09",16290.8521759663
"10_58_2012-11-09",17285.7176462105
"10_19_2012-11-09",12974.6339418188
"10_83_2012-11-09",20049.2328413334
"10_6_2012-11-09",11537.6060403549
"10_95_2012-11-09",21375.7201349924
"10_27_2012-11-09",13858.9588042582
"10_46_2012-11-09",15959.2303525516
"10_92_2012-11-09",21044.0983115777
"10_54_2012-11-09",16843.5552149909
"10_41_2012-11-09",15406.527313527
"10_22_2012-11-09",13306.2557652336
"10_11_2012-11-09",12090.3090793795
"10_17_2012-11-09",12753.552726209
"10_36_2012-11-09",14853.8242745024
"10_37_2012-11-09",14964.3648823073
"10_33_2012-11-09",14522.2024510877
"10_25_2012-11-09",13637.8775886483
"10_81_2012-11-09",19828.1516257236
"10_26_2012-11-09",13748.4181964532
"10_90_2012-11-09",20823.0170959678
"10_1_2012-11-09",10984.9030013304
"10_23_2012-11-09",13416.7963730385
"10_31_2012-11-09",14301.1212354778
"10_59_2012-11-09",17396.2582540155
"10_34_2012-11-09",14632.7430588926
"10_98_2012-11-09",21707.3419584072
"10_60_2012-11-09",17506.7988618204
"10_97_2012-11-09",21596.8013506022
"10_2_2012-11-09",11095.4436091353
"10_96_2012-11-09",21486.2607427973
"10_8_2012-11-09",11758.6872559648
"10_74_2012-11-09",19054.3673710892
"10_38_2012-11-09",15074.9054901122
"10_79_2012-11-09",19607.0704101138
"10_91_2012-11-09",20933.5577037728
"10_18_2012-11-09",12864.0933340139
"10_30_2012-11-09",14190.5806276729
"10_80_2012-11-09",19717.6110179187
"10_72_2012-11-09",18833.2861554794
"10_14_2012-11-09",12421.9309027943
"10_13_2012-11-09",12311.3902949893
"10_12_2012-11-09",12200.8496871844
"10_7_2012-11-09",11648.1466481598
"10_82_2012-11-09",19938.6922335285
"10_10_2012-11-09",11979.7684715746
"10_40_2012-11-09",15295.9867057221
"10_28_2012-11-09",13969.4994120631
"10_29_2012-11-09",14080.040019868
"10_3_2012-11-09",11205.9842169402
"10_24_2012-11-09",13527.3369808434
"10_4_2012-11-09",11316.5248247451
"10_85_2012-11-09",20270.3140569433
"10_87_2012-11-09",20491.3952725531
"10_56_2012-11-16",17015.6517979577
"10_58_2012-11-16",17236.7330135675
"10_37_2012-11-16",14915.3802496643
"10_38_2012-11-16",15025.9208574692
"10_36_2012-11-16",14804.8396418594
"10_48_2012-11-16",16131.3269355184
"10_35_2012-11-16",14694.2990340545
"10_27_2012-11-16",13809.9741716151
"10_50_2012-11-16",16352.4081511282
"10_67_2012-11-16",18231.5984838118
"10_19_2012-11-16",12925.6493091758
"10_22_2012-11-16",13257.2711325906
"10_71_2012-11-16",18673.7609150314
"10_59_2012-11-16",17347.2736213724
"10_21_2012-11-16",13146.7305247857
"10_85_2012-11-16",20221.3294243002
"10_18_2012-11-16",12815.1087013709
"10_16_2012-11-16",12594.0274857611
"10_20_2012-11-16",13036.1899169807
"10_46_2012-11-16",15910.2457199085
"10_80_2012-11-16",19668.6263852757
"10_44_2012-11-16",15689.1645042987
"10_54_2012-11-16",16794.5705823479
"10_32_2012-11-16",14362.6772106397
"10_31_2012-11-16",14252.1366028348
"10_52_2012-11-16",16573.489366738
"10_17_2012-11-16",12704.568093566
"10_98_2012-11-16",21658.3573257642
"10_87_2012-11-16",20442.4106399101
"10_60_2012-11-16",17457.8142291774
"10_40_2012-11-16",15247.0020730791
"10_42_2012-11-16",15468.0832886889
"10_55_2012-11-16",16905.1111901528
"10_26_2012-11-16",13699.4335638102
"10_34_2012-11-16",14583.7584262496
"10_1_2012-11-16",10935.9183686873
"10_74_2012-11-16",19005.3827384462
"10_91_2012-11-16",20884.5730711297
"10_72_2012-11-16",18784.3015228363
"10_81_2012-11-16",19779.1669930806
"10_11_2012-11-16",12041.3244467365
"10_90_2012-11-16",20774.0324633248
"10_49_2012-11-16",16241.8675433233
"10_12_2012-11-16",12151.8650545414
"10_14_2012-11-16",12372.9462701512
"10_93_2012-11-16",21105.6542867396
"10_29_2012-11-16",14031.055387225
"10_10_2012-11-16",11930.7838389316
"10_2_2012-11-16",11046.4589764923
"10_33_2012-11-16",14473.2178184446
"10_24_2012-11-16",13478.3523482004
"10_92_2012-11-16",20995.1136789347
"10_6_2012-11-16",11488.6214077119
"10_4_2012-11-16",11267.5401921021
"10_95_2012-11-16",21326.7355023494
"10_28_2012-11-16",13920.5147794201
"10_23_2012-11-16",13367.8117403955
"10_7_2012-11-16",11599.1620155168
"10_5_2012-11-16",11378.080799907
"10_9_2012-11-16",11820.2432311267
"10_25_2012-11-16",13588.8929560053
"10_41_2012-11-16",15357.542680884
"10_96_2012-11-16",21437.2761101543
"10_8_2012-11-16",11709.7026233218
"10_30_2012-11-16",14141.5959950299
"10_97_2012-11-16",21547.8167179592
"10_3_2012-11-16",11156.9995842972
"10_13_2012-11-16",12262.4056623463
"10_83_2012-11-16",20000.2482086904
"10_82_2012-11-16",19889.7076008855
"10_79_2012-11-16",19558.0857774708
"10_35_2012-11-23",15898.6996562043
"10_16_2012-11-23",13798.4281079109
"10_45_2012-11-23",17004.1057342534
"10_58_2012-11-23",18441.1336357174
"10_19_2012-11-23",14130.0499313256
"10_20_2012-11-23",14240.5905391306
"10_17_2012-11-23",13908.9687157158
"10_56_2012-11-23",18220.0524201075
"10_59_2012-11-23",18551.6742435223
"10_55_2012-11-23",18109.5118123026
"10_36_2012-11-23",16009.2402640092
"10_21_2012-11-23",14351.1311469355
"10_48_2012-11-23",17335.7275576682
"10_1_2012-11-23",12140.3189908372
"10_98_2012-11-23",22862.757947914
"10_52_2012-11-23",17777.8899888879
"10_67_2012-11-23",19435.9991059616
"10_49_2012-11-23",17446.2681654731
"10_37_2012-11-23",16119.7808718141
"10_60_2012-11-23",18662.2148513272
"10_85_2012-11-23",21425.7300464501
"10_41_2012-11-23",16561.9433030338
"10_54_2012-11-23",17998.9712044977
"10_22_2012-11-23",14461.6717547404
"10_23_2012-11-23",14572.2123625453
"10_11_2012-11-23",13245.7250688863
"10_40_2012-11-23",16451.4026952289
"10_38_2012-11-23",16230.321479619
"10_87_2012-11-23",21646.8112620599
"10_50_2012-11-23",17556.808773278
"10_44_2012-11-23",16893.5651264485
"10_42_2012-11-23",16672.4839108387
"10_18_2012-11-23",14019.5093235207
"10_32_2012-11-23",15567.0778327895
"10_72_2012-11-23",19988.7021449862
"10_71_2012-11-23",19878.1615371813
"10_31_2012-11-23",15456.5372249846
"10_2_2012-11-23",12250.8595986421
"10_29_2012-11-23",15235.4560093748
"10_93_2012-11-23",22310.0549088894
"10_46_2012-11-23",17114.6463420584
"10_95_2012-11-23",22531.1361244992
"10_33_2012-11-23",15677.6184405945
"10_74_2012-11-23",20209.783360596
"10_3_2012-11-23",12361.400206447
"10_12_2012-11-23",13356.2656766912
"10_90_2012-11-23",21978.4330854746
"10_5_2012-11-23",12582.4814220568
"10_26_2012-11-23",14903.83418596
"10_81_2012-11-23",20983.5676152304
"10_7_2012-11-23",12803.5626376667
"10_91_2012-11-23",22088.9736932796
"10_13_2012-11-23",13466.8062844961
"10_24_2012-11-23",14682.7529703502
"10_4_2012-11-23",12471.9408142519
"10_6_2012-11-23",12693.0220298617
"10_27_2012-11-23",15014.374793765
"10_9_2012-11-23",13024.6438532765
"10_80_2012-11-23",20873.0270074255
"10_14_2012-11-23",13577.3468923011
"10_10_2012-11-23",13135.1844610814
"10_34_2012-11-23",15788.1590483994
"10_92_2012-11-23",22199.5143010845
"10_30_2012-11-23",15345.9966171797
"10_25_2012-11-23",14793.2935781551
"10_97_2012-11-23",22752.2173401091
"10_96_2012-11-23",22641.6767323041
"10_79_2012-11-23",20762.4863996206
"10_83_2012-11-23",21204.6488308402
"10_28_2012-11-23",15124.9154015699
"10_82_2012-11-23",21094.1082230353
"10_8_2012-11-23",12914.1032454716
"10_38_2012-11-30",15029.2794730701
"10_99_2012-11-30",21772.25654917
"10_56_2012-11-30",17019.0104135586
"10_19_2012-11-30",12929.0079247768
"10_60_2012-11-30",17461.1728447783
"10_2_2012-11-30",11049.8175920932
"10_40_2012-11-30",15250.36068868
"10_47_2012-11-30",16024.1449433144
"10_59_2012-11-30",17350.6322369734
"10_1_2012-11-30",10939.2769842883
"10_54_2012-11-30",16797.9291979488
"10_55_2012-11-30",16908.4698057537
"10_20_2012-11-30",13039.5485325817
"10_17_2012-11-30",12707.9267091669
"10_31_2012-11-30",14255.4952184357
"10_11_2012-11-30",12044.6830623374
"10_48_2012-11-30",16134.6855511193
"10_21_2012-11-30",13150.0891403866
"10_36_2012-11-30",14808.1982574603
"10_90_2012-11-30",20777.3910789258
"10_58_2012-11-30",17240.0916291685
"10_46_2012-11-30",15913.6043355095
"10_71_2012-11-30",18677.1195306324
"10_32_2012-11-30",14366.0358262407
"10_12_2012-11-30",12155.2236701423
"10_67_2012-11-30",18234.9570994127
"10_22_2012-11-30",13260.6297481915
"10_16_2012-11-30",12597.386101362
"10_13_2012-11-30",12265.7642779473
"10_37_2012-11-30",14918.7388652652
"10_93_2012-11-30",21109.0129023405
"10_72_2012-11-30",18787.6601384373
"10_35_2012-11-30",14697.6576496554
"10_42_2012-11-30",15471.4419042898
"10_41_2012-11-30",15360.9012964849
"10_18_2012-11-30",12818.4673169718
"10_4_2012-11-30",11270.898807703
"10_33_2012-11-30",14476.5764340456
"10_49_2012-11-30",16245.2261589242
"10_74_2012-11-30",19008.7413540471
"10_52_2012-11-30",16576.847982339
"10_44_2012-11-30",15692.5231198996
"10_95_2012-11-30",21330.0941179503
"10_50_2012-11-30",16355.7667667291
"10_3_2012-11-30",11160.3581998981
"10_91_2012-11-30",20887.9316867307
"10_79_2012-11-30",19561.4443930717
"10_23_2012-11-30",13371.1703559964
"10_9_2012-11-30",11823.6018467276
"10_85_2012-11-30",20224.6880399012
"10_80_2012-11-30",19671.9850008766
"10_87_2012-11-30",20445.769255511
"10_25_2012-11-30",13592.2515716062
"10_34_2012-11-30",14587.1170418505
"10_24_2012-11-30",13481.7109638013
"10_81_2012-11-30",19782.5256086815
"10_26_2012-11-30",13702.7921794112
"10_97_2012-11-30",21551.1753335602
"10_96_2012-11-30",21440.6347257553
"10_14_2012-11-30",12376.3048857522
"10_6_2012-11-30",11491.9800233129
"10_10_2012-11-30",11934.1424545325
"10_28_2012-11-30",13923.873395021
"10_98_2012-11-30",21661.7159413651
"10_5_2012-11-30",11381.4394155079
"10_7_2012-11-30",11602.5206311178
"10_8_2012-11-30",11713.0612389227
"10_92_2012-11-30",20998.4722945356
"10_82_2012-11-30",19893.0662164864
"10_29_2012-11-30",14034.4140028259
"10_27_2012-11-30",13813.3327872161
"10_30_2012-11-30",14144.9546106308
"10_83_2012-11-30",20003.6068242913
"10_59_2012-12-07",17320.1269151328
"10_22_2012-12-07",13230.124426351
"10_58_2012-12-07",17209.5863073279
"10_60_2012-12-07",17430.6675229377
"10_71_2012-12-07",18646.6142087918
"10_47_2012-12-07",15993.6396214738
"10_19_2012-12-07",12898.5026029362
"10_16_2012-12-07",12566.8807795215
"10_56_2012-12-07",16988.5050917181
"10_2_2012-12-07",11019.3122702526
"10_54_2012-12-07",16767.4238761082
"10_72_2012-12-07",18757.1548165967
"10_31_2012-12-07",14224.9898965952
"10_32_2012-12-07",14335.5305044001
"10_20_2012-12-07",13009.0432107411
"10_94_2012-12-07",21189.0481883049
"10_41_2012-12-07",15330.3959746443
"10_35_2012-12-07",14667.1523278149
"10_67_2012-12-07",18204.4517775722
"10_1_2012-12-07",10908.7716624477
"10_40_2012-12-07",15219.8553668394
"10_24_2012-12-07",13451.2056419608
"10_91_2012-12-07",20857.4263648901
"10_92_2012-12-07",20967.966972695
"10_3_2012-12-07",11129.8528780576
"10_11_2012-12-07",12014.1777404969
"10_4_2012-12-07",11240.3934858625
"10_48_2012-12-07",16104.1802292788
"10_12_2012-12-07",12124.7183483018
"10_74_2012-12-07",18978.2360322066
"10_38_2012-12-07",14998.7741512296
"10_93_2012-12-07",21078.5075805
"10_21_2012-12-07",13119.583818546
"10_13_2012-12-07",12235.2589561067
"10_33_2012-12-07",14446.071112205
"10_52_2012-12-07",16546.3426604984
"10_14_2012-12-07",12345.7995639116
"10_55_2012-12-07",16877.9644839132
"10_34_2012-12-07",14556.6117200099
"10_79_2012-12-07",19530.9390712311
"10_36_2012-12-07",14777.6929356198
"10_23_2012-12-07",13340.6650341559
"10_5_2012-12-07",11350.9340936674
"10_44_2012-12-07",15662.0177980591
"10_25_2012-12-07",13561.7462497657
"10_95_2012-12-07",21299.5887961098
"10_50_2012-12-07",16325.2614448886
"10_80_2012-12-07",19641.4796790361
"10_96_2012-12-07",21410.1294039147
"10_90_2012-12-07",20746.8857570852
"10_81_2012-12-07",19752.020286841
"10_17_2012-12-07",12677.4213873264
"10_37_2012-12-07",14888.2335434247
"10_82_2012-12-07",19862.5608946459
"10_83_2012-12-07",19973.1015024508
"10_26_2012-12-07",13672.2868575706
"10_27_2012-12-07",13782.8274653755
"10_42_2012-12-07",15440.9365824493
"10_46_2012-12-07",15883.0990136689
"10_28_2012-12-07",13893.3680731804
"10_99_2012-12-07",21741.7512273294
"10_7_2012-12-07",11572.0153092772
"10_6_2012-12-07",11461.4747014723
"10_10_2012-12-07",11903.637132692
"10_8_2012-12-07",11682.5559170821
"10_97_2012-12-07",21520.6700117196
"10_9_2012-12-07",11793.0965248871
"10_49_2012-12-07",16214.7208370837
"10_18_2012-12-07",12787.9619951313
"10_29_2012-12-07",14003.9086809854
"10_87_2012-12-07",20415.2639336705
"10_30_2012-12-07",14114.4492887903
"10_98_2012-12-07",21631.2106195245
"10_85_2012-12-07",20194.1827180606
"10_32_2012-12-14",14292.3211525504
"10_58_2012-12-14",17166.3769554782
"10_56_2012-12-14",16945.2957398683
"10_33_2012-12-14",14402.8617603553
"10_60_2012-12-14",17387.458171088
"10_54_2012-12-14",16724.2145242585
"10_79_2012-12-14",19487.7297193814
"10_48_2012-12-14",16060.970877429
"10_40_2012-12-14",15176.6460149897
"10_59_2012-12-14",17276.9175632831
"10_2_2012-12-14",10976.1029184029
"10_74_2012-12-14",18935.0266803568
"10_93_2012-12-14",21035.2982286502
"10_72_2012-12-14",18713.945464747
"10_22_2012-12-14",13186.9150745012
"10_12_2012-12-14",12081.5089964521
"10_80_2012-12-14",19598.2703271863
"10_52_2012-12-14",16503.1333086487
"10_13_2012-12-14",12192.049604257
"10_41_2012-12-14",15287.1866227946
"10_38_2012-12-14",14955.5647993799
"10_81_2012-12-14",19708.8109349912
"10_47_2012-12-14",15950.4302696241
"10_14_2012-12-14",12302.5902120619
"10_4_2012-12-14",11197.1841340127
"10_34_2012-12-14",14513.4023681602
"10_96_2012-12-14",21366.920052065
"10_46_2012-12-14",15839.8896618192
"10_24_2012-12-14",13407.996290111
"10_31_2012-12-14",14181.7805447455
"10_19_2012-12-14",12855.2932510865
"10_20_2012-12-14",12965.8338588914
"10_82_2012-12-14",19819.3515427961
"10_95_2012-12-14",21256.37944426
"10_5_2012-12-14",11307.7247418177
"10_83_2012-12-14",19929.8921506011
"10_35_2012-12-14",14623.9429759651
"10_44_2012-12-14",15618.8084462094
"10_21_2012-12-14",13076.3744666963
"10_36_2012-12-14",14734.48358377
"10_1_2012-12-14",10865.562310598
"10_25_2012-12-14",13518.536897916
"10_97_2012-12-14",21477.4606598699
"10_67_2012-12-14",18161.2424257224
"10_92_2012-12-14",20924.7576208453
"10_7_2012-12-14",11528.8059574275
"10_55_2012-12-14",16834.7551320634
"10_27_2012-12-14",13739.6181135258
"10_23_2012-12-14",13297.4556823061
"10_37_2012-12-14",14845.0241915749
"10_26_2012-12-14",13629.0775057209
"10_50_2012-12-14",16282.0520930389
"10_87_2012-12-14",20372.0545818207
"10_71_2012-12-14",18603.4048569421
"10_91_2012-12-14",20814.2170130404
"10_8_2012-12-14",11639.3465652324
"10_17_2012-12-14",12634.2120354766
"10_18_2012-12-14",12744.7526432816
"10_42_2012-12-14",15397.7272305995
"10_49_2012-12-14",16171.5114852339
"10_9_2012-12-14",11749.8871730373
"10_10_2012-12-14",11860.4277808422
"10_29_2012-12-14",13960.6993291356
"10_28_2012-12-14",13850.1587213307
"10_16_2012-12-14",12523.6714276717
"10_11_2012-12-14",11970.9683886471
"10_90_2012-12-14",20703.6764052355
"10_3_2012-12-14",11086.6435262078
"10_85_2012-12-14",20150.9733662109
"10_30_2012-12-14",14071.2399369405
"10_6_2012-12-14",11418.2653496226
"10_98_2012-12-14",21588.0012676748
"10_56_2012-12-21",16840.7267489701
"10_54_2012-12-21",16619.6455333603
"10_93_2012-12-21",20930.729237752
"10_27_2012-12-21",13635.0491226276
"10_42_2012-12-21",15293.1582397013
"10_4_2012-12-21",11092.6151431145
"10_58_2012-12-21",17061.8079645799
"10_2_2012-12-21",10871.5339275047
"10_59_2012-12-21",17172.3485723849
"10_22_2012-12-21",13082.346083603
"10_24_2012-12-21",13303.4272992128
"10_12_2012-12-21",11976.9400055538
"10_34_2012-12-21",14408.833377262
"10_52_2012-12-21",16398.5643177505
"10_13_2012-12-21",12087.4806133587
"10_25_2012-12-21",13413.9679070177
"10_36_2012-12-21",14629.9145928718
"10_21_2012-12-21",12971.8054757981
"10_60_2012-12-21",17282.8891801898
"10_14_2012-12-21",12198.0212211637
"10_79_2012-12-21",19383.1607284832
"10_81_2012-12-21",19604.241944093
"10_35_2012-12-21",14519.3739850669
"10_55_2012-12-21",16730.1861411652
"10_83_2012-12-21",19825.3231597028
"10_46_2012-12-21",15735.320670921
"10_48_2012-12-21",15956.4018865308
"10_72_2012-12-21",18609.3764738488
"10_3_2012-12-21",10982.0745353096
"10_26_2012-12-21",13524.5085148226
"10_19_2012-12-21",12750.7242601882
"10_5_2012-12-21",11203.1557509194
"10_82_2012-12-21",19714.7825518979
"10_95_2012-12-21",21151.8104533618
"10_29_2012-12-21",13856.1303382374
"10_32_2012-12-21",14187.7521616521
"10_38_2012-12-21",14850.9958084816
"10_80_2012-12-21",19493.7013362881
"10_97_2012-12-21",21372.8916689717
"10_1_2012-12-21",10760.9933196998
"10_71_2012-12-21",18498.8358660438
"10_28_2012-12-21",13745.5897304325
"10_40_2012-12-21",15072.0770240915
"10_6_2012-12-21",11313.6963587243
"10_96_2012-12-21",21262.3510611667
"10_17_2012-12-21",12529.6430445784
"10_37_2012-12-21",14740.4552006767
"10_20_2012-12-21",12861.2648679932
"10_33_2012-12-21",14298.2927694571
"10_74_2012-12-21",18830.4576894586
"10_30_2012-12-21",13966.6709460423
"10_87_2012-12-21",20267.4855909225
"10_67_2012-12-21",18056.6734348242
"10_7_2012-12-21",11424.2369665293
"10_41_2012-12-21",15182.6176318964
"10_50_2012-12-21",16177.4831021406
"10_10_2012-12-21",11755.858789944
"10_44_2012-12-21",15514.2394553111
"10_8_2012-12-21",11534.7775743342
"10_9_2012-12-21",11645.3181821391
"10_23_2012-12-21",13192.8866914079
"10_49_2012-12-21",16066.9424943357
"10_18_2012-12-21",12640.1836523833
"10_11_2012-12-21",11866.3993977489
"10_16_2012-12-21",12419.1024367735
"10_92_2012-12-21",20820.1886299471
"10_85_2012-12-21",20046.4043753127
"10_98_2012-12-21",21483.4322767766
"10_90_2012-12-21",20599.1074143372
"10_91_2012-12-21",20709.6480221422
"10_31_2012-12-21",14077.2115538472
"10_52_2012-12-28",17614.3955730748
"10_54_2012-12-28",17835.4767886846
"10_58_2012-12-28",18277.6392199043
"10_22_2012-12-28",14298.1773389273
"10_42_2012-12-28",16508.9894950256
"10_93_2012-12-28",22146.5604930763
"10_56_2012-12-28",18056.5580042945
"10_35_2012-12-28",15735.2052403912
"10_81_2012-12-28",20820.0731994173
"10_19_2012-12-28",13966.5555155126
"10_59_2012-12-28",18388.1798277092
"10_21_2012-12-28",14187.6367311224
"10_4_2012-12-28",12308.4463984388
"10_14_2012-12-28",13413.852476488
"10_27_2012-12-28",14850.8803779519
"10_36_2012-12-28",15845.7458481961
"10_25_2012-12-28",14629.7991623421
"10_80_2012-12-28",20709.5325916124
"10_60_2012-12-28",18498.7204355141
"10_55_2012-12-28",17946.0173964895
"10_82_2012-12-28",20930.6138072223
"10_13_2012-12-28",13303.3118686831
"10_95_2012-12-28",22367.6417086862
"10_24_2012-12-28",14519.2585545372
"10_47_2012-12-28",17061.6925340502
"10_71_2012-12-28",19714.6671213682
"10_10_2012-12-28",12971.6900452683
"10_37_2012-12-28",15956.2864560011
"10_5_2012-12-28",12418.9870062438
"10_96_2012-12-28",22478.1823164911
"10_28_2012-12-28",14961.4209857568
"10_83_2012-12-28",21041.1544150272
"10_48_2012-12-28",17172.2331418551
"10_23_2012-12-28",14408.7179467322
"10_1_2012-12-28",11976.8245750241
"10_20_2012-12-28",14077.0961233175
"10_74_2012-12-28",20046.2889447829
"10_2_2012-12-28",12087.365182829
"10_79_2012-12-28",20598.9919838075
"10_32_2012-12-28",15403.5834169765
"10_26_2012-12-28",14740.339770147
"10_97_2012-12-28",22588.722924296
"10_7_2012-12-28",12640.0682218536
"10_46_2012-12-28",16951.1519262453
"10_72_2012-12-28",19825.2077291731
"10_12_2012-12-28",13192.7712608782
"10_38_2012-12-28",16066.827063806
"10_9_2012-12-28",12861.1494374634
"10_16_2012-12-28",13634.9336920978
"10_18_2012-12-28",13856.0149077077
"10_67_2012-12-28",19272.5046901485
"10_30_2012-12-28",15182.5022013667
"10_87_2012-12-28",21483.3168462468
"10_6_2012-12-28",12529.5276140487
"10_29_2012-12-28",15071.9615935617
"10_49_2012-12-28",17282.77374966
"10_98_2012-12-28",22699.2635321009
"10_44_2012-12-28",16730.0707106355
"10_85_2012-12-28",21262.235630637
"10_3_2012-12-28",12197.9057906339
"10_92_2012-12-28",22036.0198852714
"10_50_2012-12-28",17393.314357465
"10_40_2012-12-28",16287.9082794158
"10_8_2012-12-28",12750.6088296585
"10_11_2012-12-28",13082.2306530733
"10_90_2012-12-28",21814.9386696616
"10_41_2012-12-28",16398.4488872207
"10_31_2012-12-28",15293.0428091716
"10_91_2012-12-28",21925.4792774665
"10_33_2012-12-28",15514.1240247814
"10_17_2012-12-28",13745.4742999027
"10_34_2012-12-28",15624.6646325863
"10_56_2013-01-04",16803.4455848699
"10_22_2013-01-04",13045.0649195028
"10_20_2013-01-04",12823.983703893
"10_19_2013-01-04",12713.4430960881
"10_81_2013-01-04",19566.9607799928
"10_60_2013-01-04",17245.6080160896
"10_25_2013-01-04",13376.6867429176
"10_58_2013-01-04",17024.5268004798
"10_42_2013-01-04",15255.8770756011
"10_27_2013-01-04",13597.7679585274
"10_54_2013-01-04",16582.3643692601
"10_52_2013-01-04",16361.2831536503
"10_93_2013-01-04",20893.4480736518
"10_79_2013-01-04",19345.879564383
"10_2_2013-01-04",10834.2527634045
"10_71_2013-01-04",18461.5547019437
"10_59_2013-01-04",17135.0674082847
"10_97_2013-01-04",21335.6105048715
"10_36_2013-01-04",14592.6334287716
"10_82_2013-01-04",19677.5013877977
"10_83_2013-01-04",19788.0419956027
"10_74_2013-01-04",18793.1765253584
"10_95_2013-01-04",21114.5292892616
"10_67_2013-01-04",18019.392270724
"10_4_2013-01-04",11055.3339790143
"10_28_2013-01-04",13708.3085663323
"10_7_2013-01-04",11386.9558024291
"10_26_2013-01-04",13487.2273507225
"10_35_2013-01-04",14482.0928209667
"10_23_2013-01-04",13155.6055273077
"10_1_2013-01-04",10723.7121555996
"10_21_2013-01-04",12934.5243116979
"10_3_2013-01-04",10944.7933712094
"10_10_2013-01-04",11718.5776258438
"10_80_2013-01-04",19456.4201721879
"10_37_2013-01-04",14703.1740365765
"10_6_2013-01-04",11276.4151946242
"10_96_2013-01-04",21225.0698970666
"10_29_2013-01-04",13818.8491741372
"10_44_2013-01-04",15476.9582912109
"10_30_2013-01-04",13929.3897819421
"10_14_2013-01-04",12160.7400570635
"10_46_2013-01-04",15698.0395068208
"10_90_2013-01-04",20561.8262502371
"10_72_2013-01-04",18572.0953097486
"10_17_2013-01-04",12492.3618804782
"10_31_2013-01-04",14039.930389747
"10_38_2013-01-04",14813.7146443815
"10_9_2013-01-04",11608.0370180389
"10_85_2013-01-04",20009.1232112125
"10_5_2013-01-04",11165.8745868192
"10_12_2013-01-04",11939.6588414536
"10_55_2013-01-04",16692.904977065
"10_24_2013-01-04",13266.1461351126
